trial_id,creation_date,start_date,completion_date,state,dev_test_combo,iterations,coord_interval,influence_tuning_batch_size,influence_tuning_epochs,influence_tuning_lr,num_train_epochs,seed
hc3fw6tapp,2021-05-12 06:03:17.725654,2021-05-12 06:03:47.000000,2021-05-12 11:12:00.233649,COMPLETED,80000.8,,50,4,10,0.000003,10,2021
47xwv84mfv,2021-05-12 05:52:47.060392,2021-05-12 05:53:03.000000,2021-05-12 11:07:33.542810,COMPLETED,70208.692,,50,16,10,0.000001,10,2024
5bhp4hm3hq,2021-05-12 05:28:15.724188,2021-05-12 05:28:18.000000,2021-05-12 10:56:44.631756,COMPLETED,74166.748,,50,16,5,0.000001,20,2025
jtae4pd6cf,2021-05-12 00:36:12.100492,2021-05-12 00:36:34.000000,2021-05-12 10:54:18.096841,COMPLETED,79791.776,,25,64,10,0.00001,10,2023
3kk4fzadqf,2021-05-11 10:06:22.132120,2021-05-11 11:52:04.000000,2021-05-12 10:50:10.839318,COMPLETED,50000.5,,25,16,10,0.00001,20,2023
kef6qeupc2,2021-05-12 05:40:01.583646,2021-05-12 05:40:14.000000,2021-05-12 10:40:45.151753,COMPLETED,76041.758,,50,16,5,0.000003,20,2021
c857irbd3j,2021-05-12 10:37:21.754074,2021-05-12 10:37:26.000000,,RUNNING,,,25,16,10,0.000003,20,2022
6ym98z7bhk,2021-05-12 05:32:54.786486,2021-05-12 05:33:14.000000,2021-05-12 10:36:24.203686,COMPLETED,78541.788,,50,4,5,0.000003,20,2021
jpm9neys93,2021-05-11 22:59:31.628469,2021-05-11 23:51:01.000000,2021-05-12 10:35:15.965552,COMPLETED,50000.5,,25,16,10,0.00003,10,2023
ejh9v9vsdx,2021-05-12 07:32:44.771602,2021-05-12 07:33:01.000000,2021-05-12 10:10:37.740406,COMPLETED,50000.5,,50,16,5,0.00003,10,2023
vrkfenvcm3,2021-05-12 07:19:40.373656,2021-05-12 07:20:03.000000,2021-05-12 09:49:01.404154,COMPLETED,50000.5,,50,16,5,0.00003,10,2021
8vk34wz7hp,2021-05-12 04:20:30.395835,2021-05-12 04:20:41.000000,2021-05-12 09:34:33.608971,COMPLETED,76666.774,,50,64,10,0.000003,10,2025
wjwdspfwxr,2021-05-12 04:34:32.920071,2021-05-12 04:34:59.000000,2021-05-12 09:28:20.424584,COMPLETED,50000.5,,50,64,10,0.00003,10,2023
g3gmmumnp5,2021-05-12 04:12:19.426595,2021-05-12 04:12:34.000000,2021-05-12 09:15:49.055586,COMPLETED,50000.5,,50,4,5,0.00003,20,2021
pkqcxbrx42,2021-05-11 11:47:36.748755,2021-05-11 11:48:03.000000,2021-05-12 09:13:58.701626,COMPLETED,76875.758,,25,64,10,0.00001,20,2021
cqn67363xu,2021-05-11 10:49:26.983146,2021-05-11 10:49:41.000000,2021-05-12 08:55:47.585427,COMPLETED,83750.82,,25,16,10,0.00001,20,2022
zfdw92mgb3,2021-05-11 21:34:19.858347,2021-05-11 21:34:42.000000,2021-05-12 08:29:02.211600,COMPLETED,80416.776,,25,64,5,0.000001,20,2021
esbw8wy75f,2021-05-11 05:17:40.687305,2021-05-11 09:26:41.000000,2021-05-12 07:56:36.728150,COMPLETED,76250.754,,25,64,10,0.000003,20,2023
iy7rx9vnsv,2021-05-11 20:55:08.327358,2021-05-11 20:55:17.000000,2021-05-12 07:53:57.880404,COMPLETED,50000.5,,25,4,5,0.00001,20,2025
tseyyuvb5n,2021-05-12 07:48:26.777136,2021-05-12 07:48:44.000000,,RUNNING,,,25,64,10,0.00003,20,2022
je7a59egs4,2021-05-11 20:53:58.292377,2021-05-11 20:54:11.000000,2021-05-12 07:48:02.838392,COMPLETED,76666.774,,25,16,10,0.000001,10,2024
vyzfpxvykt,2021-05-11 09:08:03.190540,2021-05-11 09:26:42.000000,2021-05-12 07:44:49.089666,COMPLETED,78958.778,,25,64,10,0.000001,20,2022
xpmez6svzq,2021-05-12 07:37:24.240116,2021-05-12 07:37:33.000000,,RUNNING,,,25,16,10,0.000003,20,2024
2qd936rduk,2021-05-12 02:25:15.161963,2021-05-12 02:25:18.000000,2021-05-12 07:36:57.954391,COMPLETED,60416.582,,25,4,5,0.00001,10,2025
865fyamgxw,2021-05-12 04:56:43.289057,2021-05-12 04:57:00.000000,2021-05-12 07:35:33.593432,COMPLETED,79583.79,,50,64,5,0.00001,10,2024
