trial_id,creation_date,start_date,completion_date,state,dev_test_combo,iterations,coord_interval,influence_tuning_batch_size,influence_tuning_instance_dropout,influence_tuning_lr,seed
8v92eywrbc,2021-05-12 19:44:00.301865,2021-05-12 20:46:38.000000,2021-05-12 22:23:05.968335,COMPLETED,81246.8118,,50,16,0.98,0.00001,2021
7fdfrmgnpa,2021-05-12 19:44:15.704114,2021-05-12 20:45:40.000000,2021-05-12 22:21:12.015660,COMPLETED,66760.6679333333,,50,16,0.98,0.00001,2025
hwu9963i8a,2021-05-12 19:44:28.143149,2021-05-12 21:53:56.000000,2021-05-12 22:20:13.730148,COMPLETED,69566.6906,,50,16,0.995,0.000003,2024
gy42bbtzew,2021-05-12 19:44:02.323080,2021-05-12 21:41:08.000000,2021-05-12 22:08:11.039870,COMPLETED,84120.8424666667,,50,16,0.995,0.00001,2022
4t9wtsqfxa,2021-05-12 20:37:14.497318,2021-05-12 20:37:17.000000,2021-05-12 22:05:50.142057,COMPLETED,88606.8906666667,,50,64,0.98,0.00003,2022
xvddp3wpdu,2021-05-12 21:33:23.235678,2021-05-12 21:33:37.000000,2021-05-12 22:01:03.265680,COMPLETED,69340.6898666667,,50,64,0.995,0.000003,2024
xwwtqfcqpx,2021-05-12 21:10:00.865822,2021-05-12 21:10:09.000000,2021-05-12 21:57:03.381254,COMPLETED,78713.7836666667,,25,64,0.995,0.000003,2024
wsdkqhs77x,2021-05-12 19:44:20.425819,2021-05-12 20:06:06.000000,2021-05-12 21:37:10.088134,COMPLETED,72433.7203333333,,50,64,0.98,0.00001,2021
55z5ydmh9x,2021-05-12 21:07:40.772546,2021-05-12 21:07:47.000000,2021-05-12 21:35:02.526083,COMPLETED,69700.693,,50,64,0.995,0.00001,2024
kf66fshdv5,2021-05-12 19:43:56.487767,2021-05-12 20:43:46.000000,2021-05-12 21:33:50.844761,COMPLETED,79640.7959333333,,25,64,0.995,0.00003,2024
24shmk8a6f,2021-05-12 19:44:25.439292,2021-05-12 20:41:33.000000,2021-05-12 21:32:33.649493,COMPLETED,77546.7776,,25,64,0.995,0.00001,2021
cv87hqwuzk,2021-05-12 19:44:05.450906,2021-05-12 20:42:58.000000,2021-05-12 21:32:03.735020,COMPLETED,70946.7078666667,,25,4,0.995,0.000003,2021
89q5nxnzx5,2021-05-12 19:44:30.456635,2021-05-12 20:41:33.000000,2021-05-12 21:32:02.124995,COMPLETED,80913.8075333333,,25,16,0.995,0.00003,2023
q6e2pfjqb4,2021-05-12 19:43:54.558047,2021-05-12 20:55:33.000000,2021-05-12 21:21:46.004504,COMPLETED,58853.5856,,50,4,0.995,0.00003,2023
wzt9q2m36s,2021-05-12 19:44:19.104859,2021-05-12 20:54:25.000000,2021-05-12 21:21:52.715416,COMPLETED,77280.7752,,50,4,0.995,0.00001,2021
dy29n32cj5,2021-05-12 19:44:22.142014,2021-05-12 20:41:33.000000,2021-05-12 21:10:58.451489,COMPLETED,90640.9049333333,,50,16,0.995,0.00001,2023
akxvxh5wn3,2021-05-12 19:44:28.734002,2021-05-12 20:20:28.000000,2021-05-12 21:10:44.086480,COMPLETED,68613.6778,,25,64,0.995,0.000003,2021
zmt6jy6b7x,2021-05-12 19:44:24.690956,2021-05-12 20:20:28.000000,2021-05-12 21:08:52.864126,COMPLETED,69640.6844,,25,16,0.995,0.000003,2021
d6y5khqybs,2021-05-12 19:44:12.185767,2021-05-12 20:20:28.000000,2021-05-12 21:07:27.608065,COMPLETED,50000.5,,25,4,0.995,0.00003,2025
jm6hh53cpq,2021-05-12 19:44:19.859869,2021-05-12 20:19:36.000000,2021-05-12 21:06:18.255003,COMPLETED,66940.6647333333,,25,64,0.995,0.00001,2022
yh57z4tjzp,2021-05-12 20:38:25.321043,2021-05-12 20:38:31.000000,2021-05-12 21:05:14.154439,COMPLETED,90033.9002666667,,50,16,0.995,0.00003,2024
dwx8wskg3s,2021-05-12 19:44:29.866061,2021-05-12 20:06:24.000000,2021-05-12 20:55:34.522079,COMPLETED,50000.5,,25,4,0.995,0.00003,2024
a49nhbjmhm,2021-05-12 19:44:14.505897,2021-05-12 20:06:06.000000,2021-05-12 20:54:59.396472,COMPLETED,65780.6515333333,,25,64,0.995,0.00003,2025
27te8andna,2021-05-12 19:44:08.818359,2021-05-12 20:09:59.000000,2021-05-12 20:38:12.975105,COMPLETED,76966.7692666667,,50,4,0.995,0.00001,2025
8b5c9pxbiz,2021-05-12 19:44:10.769821,2021-05-12 20:09:58.000000,2021-05-12 20:36:47.788539,COMPLETED,84700.8472666667,,50,64,0.995,0.00003,2023
supaf2pyt9,2021-05-12 19:44:21.003863,2021-05-12 20:06:06.000000,2021-05-12 20:32:14.140671,COMPLETED,70760.7068,,50,64,0.995,0.00003,2021
xn2iysxkvp,2021-05-12 19:44:06.423306,2021-05-12 19:57:16.000000,2021-05-12 20:23:14.337743,COMPLETED,77780.7832666667,,50,64,0.995,0.00001,2021
4gq5pdhyfx,2021-05-12 19:43:48.106107,2021-05-12 19:44:05.000000,2021-05-12 20:10:51.809213,COMPLETED,88166.8806,,50,4,0.995,0.000003,2021
wbgdj6q8a7,2021-05-12 19:44:31.040900,2021-05-12 21:08:52.000000,2021-05-12 21:10:15.040823,FAILED,,,25,4,0.98,0.000003,2021
